CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,CREATED_DATE
1001,2012-07-01,2012-09-30,2012-08-08,"25th Ward Regular Democratic Organization",100,5845,2012-10-12
1002,2012-07-01,2012-09-30,2012-08-21,"Alderman James Cappelman",150,9354,2012-10-12
1021,2012-07-01,2012-09-30,2012-07-09,"Ald. Moreno",250,5817,2012-10-13
1041,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,9582,2012-10-15
1042,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,9582,2012-10-15
1043,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,9582,2012-10-15
1044,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,9582,2012-10-15
1045,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,9582,2012-10-15
1046,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,9582,2012-10-15
1047,2012-07-01,2012-09-30,2012-07-23,"Citizens for Joe Moore",125,5891,2012-10-15
1048,2012-07-01,2012-09-30,2012-07-30,"Citizens for Patrick J. O'Connor",125,5891,2012-10-15
1049,2012-07-01,2012-09-30,2012-07-30,"Friends of Leslie A. Hairston",250,5891,2012-10-15
1050,2012-07-01,2012-09-30,2012-07-30,"Friends of Roderick T. Sawyer",50,5891,2012-10-15
1051,2012-07-01,2012-09-30,2012-08-10,"Democratic Party of the 29th Ward",200,5891,2012-10-15
1052,2012-07-01,2012-09-30,2012-08-10,"Friends of Walter Burnett",150,5891,2012-10-15
1053,2012-07-01,2012-09-30,2012-08-17,"Citizens for Maldonado",500,5891,2012-10-15
1054,2012-07-01,2012-09-30,2012-08-17,"Citizens for Pat Dowell",100,5891,2012-10-15
1055,2012-07-01,2012-09-30,2012-08-17,"Friends of Ray Suarez",125,5891,2012-10-15
1056,2012-07-01,2012-09-30,2012-08-21,"Friends to Elect Toni Foulkes",150,5891,2012-10-15
1057,2012-07-01,2012-09-30,2012-08-28,"44th Ward Democratic Organization",150,5891,2012-10-15
1058,2012-07-01,2012-09-30,2012-09-11,"Citiznes for Munoz",150,5891,2012-10-15
1059,2012-07-01,2012-09-30,2012-09-28,"Citizens for PatrickJ. O'Connor",500,5891,2012-10-15
1060,2012-07-01,2012-09-30,2012-09-28,"Friends of Margaret Laurino",100,5891,2012-10-15
1061,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,9582,2012-10-15
1062,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,9582,2012-10-15
1063,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,9582,2012-10-15
1064,2012-07-01,2012-09-30,2012-09-26,"Citizens for O'Connor",500,8883,2012-10-15
1065,2012-07-01,2012-09-30,2012-08-21,"James Cappelan Campaign Committee",250,9165,2012-10-15
1066,2012-07-01,2012-09-30,2012-09-13,"Citizens for Carrie Austin Carrie Austin",1000,9421,2012-10-15
1067,2012-07-01,2012-09-30,2012-08-15,"Citizens to Elect Anthony Beale",1500,8796,2012-10-15
1068,2012-07-01,2012-09-30,2012-08-15,"Seventh Ward Independent Political Organization-7th Ward Committeeman, Sandi Jackson",1500,8796,2012-10-15
1069,2012-07-01,2012-09-30,2012-08-21,"Friends of Walter Burnette, Jr.",300,8796,2012-10-15
1070,2012-07-01,2012-09-30,2012-09-13,"Friends of Kari K. Steele",150,8796,2012-10-15
1071,2012-07-01,2012-09-30,2012-09-19,"Friends of Barbara J. McGowan",1000,8796,2012-10-15
1072,2012-07-01,2012-09-30,2012-07-02,"16th Ward New Democratic Organization",150,7759,2012-10-15
1073,2012-07-01,2012-09-30,2012-07-29,"Friends of Mary O'Connor",150,7759,2012-10-15
1081,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett Jr.",150,9309,2012-10-17
1082,2012-07-01,2012-09-30,2012-07-26,"Friends of Iris Y. Martinez",250,5883,2012-10-17
1083,2012-07-01,2012-09-30,2012-07-26,"Friends of Iris Y. Martinez",250,5883,2012-10-17
1084,2012-07-01,2012-09-30,2012-09-25,"Citizens for Alderman Reilly",250,5883,2012-10-17
1085,2012-07-01,2012-09-30,2012-06-18,"Citizens for Reilly (Alderman Brendan Reilly)",500,6922,2012-10-17
1086,2012-07-01,2012-09-30,2012-08-21,"44th Ward Democratic Organization (Alderman Tom Tunney)",500,6922,2012-10-17
1087,2012-07-01,2012-09-30,2012-08-28,"Friends of Fioretti (Alderman Bob Fioretti)",250,6922,2012-10-17
1101,2012-07-01,2012-09-30,2012-09-13,"Brendan Reilly",150,8482,2012-10-18
1121,2012-07-01,2012-09-30,2012-08-21,"Citizens for Pat Dowell",100,5846,2012-10-18
1122,2012-07-01,2012-09-30,2012-08-31,"Friends to Elect Toni Foulkes",500,6131,2012-10-18
1123,2012-07-01,2012-09-30,2012-08-31,"Friends of Roderick Sawyer",500,6131,2012-10-18
1124,2012-07-01,2012-09-30,2012-09-27,"Seventh Ward Independent Political Organization",500,6131,2012-10-18
1125,2012-07-01,2012-09-30,2012-09-04,"Friends of Alderman Moreno",250,5505,2012-10-18
1126,2012-07-01,2012-09-30,2012-09-04,"Friends of Alderman Moore",250,5505,2012-10-18
1127,2012-07-01,2012-09-30,2012-08-22,"Alderman Roberto Maldonado",1500,6116,2012-10-18
1128,2012-07-01,2012-09-30,2012-09-13,"Alderman Ariel Reboyras",1500,6116,2012-10-18
1129,2012-07-01,2012-09-30,2012-09-12,"44th Ward Democratic Organization",1000,6116,2012-10-18
1130,2012-07-01,2012-09-30,2012-08-27,"Alderman Walter Burnett",1000,6116,2012-10-18
1141,2012-07-01,2012-09-30,2012-07-12,"Friends of Proco Joe Moreno",250,9382,2012-10-19
1142,2012-07-01,2012-09-30,2012-08-08,"25th Ward Regular Democratic Organization",100,9701,2012-10-19
1143,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,9704,2012-10-19
1144,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,9704,2012-10-19
1145,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,9704,2012-10-19
1146,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,9704,2012-10-19
1147,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,9704,2012-10-19
1148,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,9704,2012-10-19
1149,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,9704,2012-10-19
1150,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,9704,2012-10-19
1151,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,9704,2012-10-19
1152,2012-07-01,2012-09-30,2012-07-17,"Friends for Carrie Austin",500,7061,2012-10-19
1153,2012-07-01,2012-09-30,2012-08-13,"Pegasus Restaurant in kind donation for New 37th Ward Organization",1000,7061,2012-10-19
1154,2012-07-01,2012-09-30,2012-09-06,"Anita Alvarez",300,8750,2012-10-19
1155,2012-07-01,2012-09-30,2012-08-15,"Patrick O'Connor",200,8750,2012-10-19
1156,2012-07-01,2012-09-30,2012-09-24,"Matt O'Shea",500,8750,2012-10-19
1157,2012-07-01,2012-09-30,2012-07-26,"Danny Solis",500,8750,2012-10-19
1158,2012-07-01,2012-09-30,2012-09-24,"JoAnn Thompson",250,8750,2012-10-19
1159,2012-07-01,2012-09-30,2012-07-10,"Alderman Joe Moreno",250,6144,2012-10-19
1160,2012-07-01,2012-09-30,2012-09-08,"Danny Solis",250,7821,2012-10-19
1161,2012-07-01,2012-09-30,2012-07-19,"Friends for Proco Joe Moreno",250,5997,2012-10-20
1162,2012-07-01,2012-09-30,2012-09-13,"44th Ward Democrats",100,5997,2012-10-20
1163,2012-07-01,2012-09-30,2012-07-17,"Friends of Carrie Austin",1500,8796,2012-10-20
1164,2012-01-01,2012-06-30,2012-04-13,"Citizens to Elect John Arena",100,9721,2012-10-20
1165,2012-01-01,2012-06-30,2012-06-13,"Citizens for Tim Cullerton",250,9721,2012-10-20
1166,2012-07-01,2012-09-30,2012-08-08,"Danny Solis for Alderman",200,7751,2012-10-21
1167,2012-07-01,2012-09-30,2012-10-01,"Friends of Leslie A Hairston",450,7751,2012-10-21
1168,2012-07-01,2012-09-30,2012-10-19,"Commissioner Jesus Garcia",50,8961,2012-10-21
1181,2012-07-01,2012-09-30,2012-08-29,"Danny Solis for Alderman Committee",100,8885,2012-10-22
1182,2012-07-01,2012-09-30,2012-07-02,"Forty Third Ward Democrats",500,5762,2012-10-22
1183,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett, Jr.",150,9762,2012-10-22
1184,2012-01-01,2012-06-30,2012-05-10,"Will Burns for Alderman",1000,9763,2012-10-22
1185,2012-01-01,2012-06-30,2012-01-27,"Citizens for Debra Silverstein",500,9763,2012-10-22
1186,2012-01-01,2012-06-30,2012-05-10,"Citizens for Reilly",1500,9763,2012-10-22
1187,2012-07-01,2012-09-30,2012-09-19,"14th Ward Democratic Organization",500,7165,2012-10-22
1202,2012-07-01,2012-09-30,2012-07-18,"Proco Joe Moreno",250,9255,2012-10-23
1221,2012-07-01,2012-09-30,2012-07-10,"Ald. Moreno",250,5973,2012-10-24
1241,2012-01-01,2012-06-30,2012-02-22,"Friends of Walter Burnett Jr.",250,9883,2012-10-30
1242,2012-01-01,2012-06-30,2012-02-22,"Friends of Walter Burnett Jr.",250,9885,2012-10-30
1243,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett, Jr.",150,9893,2012-10-30
1244,2012-07-01,2012-09-30,2012-08-13,"Citizens for Reilly",100,7107,2012-10-30
1245,2012-07-01,2012-09-30,2012-10-01,"Friends of Nicholas Sposato",100,7107,2012-10-30
1261,2012-07-01,2012-09-30,2012-08-27,"Walter Burnett",150,5703,2012-10-31
1281,2012-01-01,2012-06-30,2012-02-23,"Citizens for Deborah L Graham",500,5716,2012-11-01
1282,2012-01-01,2012-06-30,2012-05-25,"Citizens for Cappleman",250,5716,2012-11-01
1283,2012-01-01,2012-06-30,2012-05-25,"Friends of Bob Fioretti",250,5716,2012-11-01
1284,2012-01-01,2012-06-30,2012-05-25,"Friends of Leslie Hairston",750,5716,2012-11-01
1285,2012-01-01,2012-06-30,2012-05-25,"Citizens for Munoz",250,5716,2012-11-01
1286,2012-07-01,2012-09-30,2012-08-30,"Friends to Elect Toni Foulkes",300,5716,2012-11-01
1287,2012-07-01,2012-09-30,2012-08-30,"Citizens for Deborah Graham",500,5716,2012-11-01
1288,2012-07-01,2012-09-30,2012-08-30,"Friends of Michelle Harris",500,5716,2012-11-01
1289,2012-07-01,2012-09-30,2012-08-14,"Citizens for Tim Cullerton",500,5716,2012-11-01
1290,2012-07-01,2012-09-30,2012-08-30,"Citizens for Pat Dowell",250,5716,2012-11-01
1291,2012-01-01,2012-06-30,2012-02-23,"Friends of Proco Joe Moreno",250,9910,2012-11-01
1292,2012-01-01,2012-06-30,2012-06-08,"Citizens for Mell",750,9910,2012-11-01
1293,2012-01-01,2012-06-30,2012-06-05,"25th Ward Regular Democratic Organization",1000,9910,2012-11-01
1294,2012-01-01,2012-06-30,2012-02-23,"43rd Ward Democrats",250,9910,2012-11-01
1295,2012-07-01,2012-09-30,2012-07-17,"Alderman Carrie Austin",1000,5788,2012-11-02
1301,2012-01-01,2012-06-30,2012-06-28,"Alderman Tim Cullerton",250,9922,2012-11-05
1302,2012-07-01,2012-09-30,2012-09-13,"Citizens for Carrie Austin Carrie Austin",1000,9922,2012-11-05
1304,2012-01-01,2012-06-30,2012-03-22,"The Burnham Committee",1500,9923,2012-11-05
1305,2012-01-01,2012-06-30,2012-03-19,"Alderman Ricardo Munoz",450,9933,2012-11-06
1307,2012-07-01,2012-09-30,2012-08-14,"Alderman Carrie Austin",250,9936,2012-11-06
1308,2012-07-01,2012-09-30,2012-09-25,"Cook County Clerk David Orr",100,9936,2012-11-06
1309,2012-01-01,2012-06-30,2012-03-01,"Ald Ed Burke",500,9941,2012-11-06
1310,2012-01-01,2012-06-30,2012-04-27,"Ald Pat O'Connor",100,9941,2012-11-06
1311,2012-01-01,2012-06-30,2012-03-01,"Ald Ed Burke",500,9942,2012-11-06
1312,2012-01-01,2012-06-30,2012-04-27,"Ald Pat O'Connor",100,9942,2012-11-06
1313,2012-01-01,2012-06-30,2012-06-14,"Alderman Scott Waguespack",250,9944,2012-11-06
1314,2012-01-01,2012-06-30,2012-05-22,"Coalition for a better government",200,9944,2012-11-06
1315,2012-01-01,2012-06-30,2012-03-15,"Proco Joe Moreno",500,9944,2012-11-06
1316,2012-01-01,2012-06-30,2012-02-23,"25th Ward Democratic Organization",1000,9946,2012-11-07
1317,2012-01-01,2012-06-30,2012-03-13,"Friends of Michelle Harris",1000,9946,2012-11-07
1318,2012-01-01,2012-06-30,2012-03-14,"25th Ward Democratic Organization",1500,9946,2012-11-07
1319,2012-01-01,2012-06-30,2012-03-14,"Friends to Elect Toni L. Foulkes",1000,9946,2012-11-07
1320,2012-01-01,2012-06-30,2012-05-30,"Friends of Will Burns",500,9946,2012-11-07
1321,2012-01-01,2012-06-30,2012-06-07,"19th Ward Regular Democratic Organization",1000,9946,2012-11-07
1322,2012-07-01,2012-09-30,2012-08-16,"Friends of Roderick Sawyer",500,9946,2012-11-07
1323,2012-07-01,2012-09-30,2012-08-09,"Friends of Cardenas",1000,9946,2012-11-07
1324,2012-07-01,2012-09-30,2012-08-20,"Citizens for Munoz",1000,9946,2012-11-07
1325,2012-07-01,2012-09-30,2012-08-14,"Friends of Walter Burnett, Jr.",150,9948,2012-11-08
1343,2012-01-01,2012-06-30,2012-11-08,0,0,9958,2012-11-09
1344,2012-01-01,2012-06-30,2012-11-08,0,0,9959,2012-11-09
1362,2012-07-01,2012-09-30,2012-08-06,"Citizens for John Arena",150,9966,2012-11-14
1363,2012-07-01,2012-09-30,2012-08-20,"Citizens for Cappleman",150,9966,2012-11-14
1364,2012-01-01,2012-06-30,2012-01-11,"Citizens for Patrick J. O'Connor",100,9966,2012-11-14
1365,2012-01-01,2012-06-30,2012-05-09,"Friends of Leslie A Hairston",150,9966,2012-11-14
1366,2012-01-01,2012-06-30,2012-06-27,"Friends of Proco Joe Moreno",500,9966,2012-11-14
1367,2012-07-01,2012-09-30,2012-09-26,"Citizens for O'Connor",500,9967,2012-11-14
1381,2012-07-01,2012-09-30,2012-08-08,"25th Ward Regular Democratic Organization",100,9976,2012-11-20
1382,2012-10-01,2012-12-31,2012-10-05,"23 Ward Regular Democratic Organization",250,6114,2012-11-21
1383,2012-10-01,2012-12-31,2012-10-05,"Friends of Margaret Laurino",250,6114,2012-11-21
1401,2012-07-01,2012-09-30,2012-08-29,"Danny Solis for Alderman Committee",100,10064,2012-12-11
1402,2012-01-01,2012-06-30,2012-05-12,"Citizens for O'Connor",100,10064,2012-12-11
1403,2012-01-01,2012-06-30,2012-06-04,"Friends of Will Burns",750,10071,2012-12-11
1404,2012-01-01,2012-06-30,2012-02-21,"Friends of Walter Burnett Jr.",750,10071,2012-12-11
1405,2012-07-01,2012-09-30,2012-09-19,"14th Ward Democratic Organization",500,10071,2012-12-11
1421,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,10081,2012-12-12
1422,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,10081,2012-12-12
1423,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,10081,2012-12-12
1424,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,10081,2012-12-12
1425,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,10081,2012-12-12
1426,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,10081,2012-12-12
1427,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,10081,2012-12-12
1428,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,10081,2012-12-12
1429,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,10081,2012-12-12
1441,2012-01-01,2012-06-30,2012-05-25,"Citizens for Munoz",250,10101,2012-12-13
1442,2012-01-01,2012-06-30,2012-05-25,"Friends of Bob Fioretti",250,10101,2012-12-13
1443,2012-01-01,2012-06-30,2012-02-23,"Citizens for Deborah L Graham",500,10101,2012-12-13
1444,2012-01-01,2012-06-30,2012-05-25,"Friends of Leslie Hairston",750,10101,2012-12-13
1445,2012-01-01,2012-06-30,2012-05-25,"Citizens for Cappleman",250,10101,2012-12-13
1446,2012-07-01,2012-09-30,2012-08-30,"Friends to Elect Toni Foulkes",300,10101,2012-12-13
1447,2012-07-01,2012-09-30,2012-08-30,"Citizens for Deborah Graham",500,10101,2012-12-13
1448,2012-07-01,2012-09-30,2012-08-30,"Citizens for Pat Dowell",250,10101,2012-12-13
1449,2012-07-01,2012-09-30,2012-08-30,"Friends of Michelle Harris",500,10101,2012-12-13
1450,2012-07-01,2012-09-30,2012-08-14,"Citizens for Tim Cullerton",500,10101,2012-12-13
1461,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,10121,2012-12-14
1462,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,10121,2012-12-14
1463,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,10121,2012-12-14
1464,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,10121,2012-12-14
1465,2012-01-01,2012-06-30,2012-06-30,"Alderman Reilly",250,10124,2012-12-14
1466,2012-01-01,2012-06-30,2012-06-30,"Alderman Pawar",500,10124,2012-12-14
1467,2012-07-01,2012-09-30,2012-08-21,"Alderman James Cappelman",150,10124,2012-12-14
1481,2012-01-01,2012-06-30,2012-06-12,"The Burnham Committee",1500,10161,2012-12-17
1482,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,10161,2012-12-17
1483,2012-01-01,2012-06-30,2012-06-21,"Friends of Proco Joe Moreno",500,10161,2012-12-17
1484,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,10161,2012-12-17
1485,2012-01-01,2012-06-30,2012-06-30,"Alderman Reilly",250,10162,2012-12-17
1486,2012-01-01,2012-06-30,2012-06-30,"Alderman Pawar",500,10162,2012-12-17
1487,2012-07-01,2012-09-30,2012-08-21,"Alderman James Cappelman",150,10162,2012-12-17
1501,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,10281,2012-12-21
1502,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,10281,2012-12-21
1503,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,10281,2012-12-21
1504,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,10281,2012-12-21
1505,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,10281,2012-12-21
1506,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,10281,2012-12-21
1507,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,10281,2012-12-21
1508,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,10281,2012-12-21
1509,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,10281,2012-12-21
1510,2012-01-01,2012-06-30,2012-06-05,"Alderman Will Burns",500,10282,2012-12-21
1511,2012-01-01,2012-06-30,2012-06-05,"Alderman Tom Tunney",250,10282,2012-12-21
1512,2012-01-01,2012-06-30,2012-03-02,"Alderman Proco Joe Moreno",250,10282,2012-12-21
1513,2012-01-01,2012-06-30,2012-06-05,"Alderman Patrick O'Connor",500,10282,2012-12-21
1514,2012-01-01,2012-06-30,2012-02-07,"Alderman Richard Mell",300,10282,2012-12-21
1515,2012-01-01,2012-06-30,2012-06-05,"Alderman Richard Munoz",250,10282,2012-12-21
1516,2012-07-01,2012-09-30,2012-09-13,"Alderman Walter Burnett, Jr.",300,10282,2012-12-21
1517,2012-07-01,2012-09-30,2012-09-13,"Alderman Carrie Austin",500,10282,2012-12-21
1518,2012-07-01,2012-09-30,2012-09-13,"Alderman James Cappleman",250,10282,2012-12-21
1521,2012-10-01,2012-12-31,2012-09-27,"8th Ward Regular Democratic Organization",200,8796,2012-12-28
1541,2012-01-01,2012-06-30,2012-02-22,"Friends of Walter Burnett Jr.",250,10487,2013-01-02
1561,2012-10-01,2012-12-31,2012-12-31,None,0,9195,2013-01-02
1581,2012-10-01,2012-12-31,2012-12-26,na,0,9182,2013-01-04
1582,2012-10-01,2012-12-31,2012-10-01,"Preckwinkle for President",150,5974,2013-01-04
1601,2012-10-01,2012-12-31,2012-10-03,"Friends of Will Burns",75,9948,2013-01-07
1602,2012-10-01,2012-12-31,2012-10-10,"Friends of Margaret Laurino",200,9948,2013-01-07
1603,2012-10-01,2012-12-31,2012-10-24,"17th Ward Democratic Organization",150,9948,2013-01-07
1604,2012-10-01,2012-12-31,2012-12-04,"Friends of Edward Burke",150,9948,2013-01-07
1621,2012-01-01,2012-06-30,2012-03-22,"Friends of Alderman Burke",250,10724,2013-01-08
1622,2012-10-01,2012-12-31,2012-11-26,"Citizens for Carrie Austin",500,9967,2013-01-08
1641,2012-10-01,2012-12-31,2012-10-03,"Friends of Will Burns",75,9306,2013-01-08
1642,2012-10-01,2012-12-31,2012-12-05,"Friends of Bob Fioretti",250,9306,2013-01-08
1643,2012-10-01,2012-12-31,2012-12-12,"Citizens for Mell",250,9306,2013-01-08
1644,2012-10-01,2012-12-31,2012-12-19,"Friends of George A. Cardenas",250,9306,2013-01-08
1645,2012-10-01,2012-12-31,2012-11-02,"Friends of Ed Burke",200,8848,2013-01-08
1646,2012-10-01,2012-12-31,2012-11-02,"Friends of Ed Burke",200,8797,2013-01-08
1661,2012-10-01,2012-12-31,2012-12-10,"Debra Silverstein",250,10281,2013-01-09
1681,2012-10-01,2012-12-31,2012-12-02,"Citizens for Pat Dowell",500,9763,2013-01-09
1701,2012-10-01,2012-12-31,2012-10-25,"Alderman John Arena",100,6006,2013-01-09
1721,2012-10-01,2012-12-31,2012-12-20,"Friends of Carrie Austin",1500,7759,2013-01-10
1722,2012-10-01,2012-12-31,2012-10-23,"Citizens for Alderman Reilly",1500,7759,2013-01-10
1723,2012-10-01,2012-12-31,2012-11-28,"Friends of Carrie Austin",500,9966,2013-01-10
1742,2012-10-01,2012-12-31,2012-12-31,"Matt Stewart",0,7733,2013-01-11
1761,2012-10-01,2012-12-31,2012-12-10,"Debra Silverstein",250,8061,2013-01-14
1781,2012-10-01,2012-12-31,2012-10-22,none,0,9765,2013-01-14
1782,2012-10-01,2012-12-31,2012-12-10,"Debra Silverstein",250,10282,2013-01-14
1801,2012-10-01,2012-12-31,2012-10-16,"Neighbors for Rey Colon",150,5891,2013-01-14
1802,2012-10-01,2012-12-31,2012-10-16,"Citizens for Cappleman",60,5891,2013-01-14
1803,2012-10-01,2012-12-31,2012-10-16,"Citizens for Ervin",250,5891,2013-01-14
1804,2012-10-01,2012-12-31,2012-10-16,"Friends of Edward M. Burke",1500,5891,2013-01-14
1805,2012-10-01,2012-12-31,2012-11-27,"Citizens for Mell",250,5891,2013-01-14
1806,2012-10-01,2012-12-31,2012-11-12,"Citizens for Waguespack",100,5891,2013-01-14
1807,2012-10-01,2012-12-31,2012-11-27,"Friends of Carrie M. Austin",500,5891,2013-01-14
1808,2012-10-01,2012-12-31,2012-11-27,"Friends of Bob Fioretti",125,5891,2013-01-14
1809,2012-10-01,2012-12-31,2012-12-18,"Citizens to Elect Lola Lane",30,5891,2013-01-14
1810,2012-10-01,2012-12-31,2012-11-21,"Citizens for Alderman Reilly",200,10162,2013-01-14
1811,2012-01-01,2012-06-30,2012-06-11,"33rd Ward Regular Democratic Organization",1000,10961,2013-01-14
1812,2012-01-01,2012-06-30,2012-06-29,"Citizens for Alderman Reilly",1000,10961,2013-01-14
